Tweet,Cooking/Baking Event,Edible or not,Output Quality,Tweet_id
"My baking attempts should be titled, ""When @Pinterest Ideas Went Wrong."" #bakingfail",yes,no,NA,359362477869379586
How the fuck does a cake leak #bakingfail,yes,no,NA,359341363201970179
Making a cake is one of the hardest things in the world. #Noob #BakingFail,yes,no,NA,358882739438628864
I didn't even lick the spoon. #bakingfail,yes,no,NA,358337894408138754
Forgetting to put cherries in cherry scones isn't even my biggest #bakingfail today: wooden spoon blisters! #ouch,yes,no,NA,357948998834851840
im so awful at baking I cant even make cookies without somehow screwing them up #bakingfail,yes,no,NA,357544238973587456
So it turns out baking powder and bicarbonate of soda definitely aren't the same thing... #bakingfail,yes,no,NA,357471668198838273
"When your husband puts the sugar, flour and baking soda in unlabeled bags... #bakingfail @evanmoak",yes,no,NA,357264281105993729
"Turns out when the recipe calls for a large egg, using a jumbo isn't a great idea. #bakingfail",yes,no,NA,356197294351196160
Wow I can't even find my baking pans and all my cupcake stuffs #bakingfail,yes,no,NA,355480157957537793
Somehow managed to cock up rice crispy cakes. How is that even possible? Sorry Katie your baby shower will be minus these beauts #bakingfail,yes,no,NA,355409009924255745
Just had to throw out a tray of cookies. I dropped on the whole tray on the floor. Good thing they weren't decorated yet. #bakingfail,yes,no,NA,355355638362144769
That moment when you forget the baking powder :( #bakingfail,yes,no,NA,355126371103674368
Why has my finger felt like it's on fire for hours? A fraction of the skin on my finger barely touched a pan out of the oven. #bakingfail,yes,no,NA,354826378035740674
Just burned cinnamon rolls. #bakingfail,yes,no,NA,353907189729079296
Cake pop fail w/@AnalAvenger16 #bakingfail #pastryfail #poorinstructions #itsthethoughtthatcounts #fail,yes,no,NA,353785104411275264
Crap. Someone (@williamshriner) ate all our Greek yogurt. #bakingfail,yes,no,NA,353635146169188355
First experience baking in China was a failure. Burned the cookie bars black ... There is always next time #bakingfail,yes,no,NA,353146233960923137
How do I always manage to melt my cookies instead of bake them?! #BakingFail,yes,no,NA,352899044059787266
Grandma's recipes will call bullshit on you if you try to make them gluten-free. #bakingfail,yes,no,NA,352815749993218048
pants. Making ice cream cakes but took them out too early and they've all sunk. I hate my oven! On to batch two #hohum #bakingfail,yes,no,NA,352809838415327232
Took a bite of my odd looking muffins this morning to realize I added 2 tablespoons of baking powder. Tablespoons. So. Gross. #bakingfail,yes,no,NA,352786846981423106
I've learned something today. There's a reason you don't put the strawberries IN the cheesecake mixture. #BakingFail,yes,no,NA,352074101059362819
all i wanted was gooey cinnamon rolls. apparently that was too much to ask. #bakingfail @jagoeler,yes,no,NA,351751356505264128
OMG EWWWWW!!!! The heavy whipping cream I bought was BAD. #cottagecheese #bakingfail,yes,no,NA,351127038419140608
I used to make really good cupcakes but just lately they are rubbish #bakingcuppiecakes #bakingfail,yes,no,NA,351077191729156096
tapioca pancakes turned to goopy moosh. #bakingfail #glutenfreebaking #newb,yes,no,NA,350671406498983937
"Must remember if I half the recipe half everything, not just the amount of flour #bakingfail",yes,no,NA,349565852825300992
"*throws tea towel, oven gloves and apron on floor and slinks off to bed* #bakingfail #lumpyloaf",yes,no,NA,349302808807342080
@ArtyValErde It's probably better that way. Picture a platter full of stuff that no one touched. #BakingFail,yes,no,NA,348801250298564608
I'm not showing you my allotment baking today #bakingfail,yes,no,NA,348710570364641281
Bought everything I need to make a chocolate-berry pie except the pie pan. #bakingfail #tryingtobedomestic,yes,no,NA,348564367303901184
Making brownies for Mom's birthday. Let's see if I set anything on fire. #BakingFail,yes,no,NA,348119682328432641
My bread is still doughy in the middle. GRR. back into the oven it shall go... #sigh #bakingfail,yes,no,NA,347811543494307842
"Also, subbed dates for prunes, apple &amp; pear spread for strawberry jam, walnuts for almonds and wholemeal flour for white flour. #bakingfail",yes,no,NA,347668641275338753
Who would have thought that something fresh from the oven would be hot? Dropped it..... #idiot #bakingfail,yes,no,NA,346213873814228992
Just made my biscuits without baking powder. This should be interesting... #BakingFail,yes,no,NA,345947587565715458
It took me Art and Kristhel 15 minutes to figure out which was cream and which was flour. #BakingFail,yes,no,NA,344612012552232960
"Made gingerbread for the first time tonight. Smells amazing, tastes gross. Def can't feed that to the ladies I'm looking after #BakingFail",yes,no,NA,344506741653897218
Oven stopped cooking midway through a cake. Can't be good #bakingfail,yes,no,NA,344120052670418944
"@thoughtcat i have bacon, but no bread #bakingfail :(",yes,no,NA,344003905912463360
Half of my ingredients mixed and realised I'm out of flour. Sigh. Running to corner shop in pyjamas #bakingfail @tudorgrrrl,yes,no,NA,343880923516907521
"#BakingFail why do #scones kill me every time? Rather, why do I kill #scones every time?",yes,no,NA,343467638044889089
@MikeCGannon @emily_runs I know I went to make some the other day and we were out of eggs :( #bakingfail,yes,no,NA,343104867755233281
"As much as I make it a joke,I really wish I knew how to cook.I feel like every girl can but me #bakingfail #dangit",yes,no,NA,342860253702000642
Maybe wearing all black whilst playing with flour wasn't the wisest of moves....... #bakingfail,yes,no,NA,342611858961883136
So I tried making bread. Don't think I'm supposed to add copious amounts of flour. #bakingfail #misadventures #cookingschool,yes,no,NA,341977517864910848
"Tonight, I learned that the words ""healthy"" and ""Cookie"" don't belong in the same sentence. #BakingFail",yes,no,NA,340988694825680896
Chocolate cakes hate me. #bakingFAIL,yes,no,NA,340776858159296512
Burned my latest sourdough loaf... bummer. That was all I kneaded #bakingfail,yes,no,NA,340498651967262720
How can I forget powdered sugar?! #ingredientshopping #bakingfail #doh #facepalm,yes,no,NA,339755506447052801
"Resorted to making flap jack as I have basically zero butter, no grease proof paper, no icing sugar. #BakingFail #UseUpSomeOatsInstead",yes,no,NA,339467258336268288
Why are chocolate cupcakes so difficult!? I just want a dense cupcake and I cannnot get it right! #bakingfail,yes,no,NA,339148985262538753
Sadly I shall not be making banana loaf this evening as I forgot to get more butter #bakingfail There is however a delicious rhubarb crumble,yes,no,NA,339133846731763713
"@EnglishMum I need to make lemon curd, I love the stuff.  I'm a bit battle shy after the weekend's #bakingfail only managed brownies since.",yes,no,NA,339057392379633665
Argh why am I such an idiot when it comes to baking?! Sunday's are about football not pretending to be domesticated! #bakingfail,yes,no,NA,338605522557218816
"So in an attempt to make this gloomy sunday slightly brighter, I tried making apple muffins.
I then drowned my flour.
#bakingfail",yes,no,NA,338564114559401984
@EnglishMum I don't have any double cream either #bakingfail - I think I'm going to do the apricot jam bit and then chocolate frosting?,yes,no,NA,338228859067572224
I would preheat the oven when ther is glassware inside still. #idiot  #hotglass #bakingfail,yes,no,NA,338166876507095041
"Gotta love when you put the angel food cake pan together wrong, and only find out AFTER you pour it in. #cakebattereverywhere #bakingfail",yes,no,NA,337287393667334145
Hmm I think this may be a #bakingfail. This is meant to be a hummingbird bakery lemon traybake. :(,yes,no,NA,336131215264468992
Just managed to burn my finger on boiling hot caramel!! :( #Ouch #BakingFail,yes,no,NA,335485034687500289
never ask me to make snickerdoodles. gross #bakingfail,yes,no,NA,334881656219525120
note to self.  quinoa does not make a good sub for quinoa flakes to sub for oats... #bakingfail,yes,no,NA,334869727996428288
Ok bagels round two the first were a massive failure. #baking #bakingfail,yes,no,NA,334804089122721792
I bake tastier things when it's not #fitfat40 approved.  #bakingfail,yes,no,NA,334482799539146752
Sometimes you just read a recipe wrong. #lessonlearned #bakingfail,yes,no,NA,333392956868415488
Seems like the only time baked goods don't turnout well is when I actually have to take them somewhere #bakingfail,yes,no,NA,332683826394435584
Baking with my grandma and we start the microwave on fire  #whoops #bakingfail,yes,no,NA,332606802871083008
@poppygresson you wouldn't be saying this poppy if you could see the output :( #bakingfail,yes,no,NA,332444148076531712
I go through a tray of eggs a week yet can not crack an egg with one hand #bakingfail #bucketlist #firstworldproblems,yes,no,NA,332380001414569984
Used a teaspoon instead of a tablespoon. #oops #BakingFail,yes,no,NA,331828938089324544
"@gogorobot just comforted me with the words ""Don't cry over spilt pie,"" because, literally, that was what I was about to do. #bakingfail",yes,no,NA,331527493427294208
@charlotteaimee8 Was gonna attempt salted caramel brownies this evening but just spilt the caramel all over the fridge... #bakingfail,yes,no,NA,331482287667568641
I know why no one wants to wife me now. Waxed paper is not the same as parchment paper... #bakingfail #kitchenfullofsmoke #foreversingle :(,yes,no,NA,330519483464699904
Misread the instructions for my shortbread and will now have to stay awake for an extra 30 mins. #bakingfail,yes,no,NA,330465760025649152
The awkward moment you prepare cake mixture put it in a baking tin and find the oven isn't working #bakingfail,yes,no,NA,330343320951873537
Trying to interpret Gwyneth's banana date vegan muffin recipe.. 2 cups flour.. What kind Gwynny?! I need specifics!! #bakingfail #toohard,yes,no,NA,329912365757915136
"@wbites I did the ""what IS that smell?"" Then realised my kitchen was almost on fire! #bakingfail",yes,no,NA,329617213185196034
@madilouwhoo @RomanFleetwood @dunbarrr The hate was directed toward the horrible (double) batch of cookies I just made. #poop #bakingfail,yes,no,NA,329433043146252288
I can sub icing sugar in for regular sugar right? #terriblebaker #bakingfail #cookiefail #fail,yes,no,NA,329104666652725248
Tried making a chocolate brownie in the microwave. Turned in brown soil. #bakingfail,yes,no,NA,328964233494675457
1 tablespoons of ground flax seed to 3 tablespoons water does NOT make a good egg substitute for brownies.:-)#bakingfail,yes,no,NA,328792333841756161
"Did all my shopping for my potluck baking contribution, got home, realized I forgot eggs. #bakingfail #imanidiot",yes,no,NA,327844414577852417
"@TracysKitchenIE @DrOetkerBaking Tried backing a sponge cake earlier this year, butter went to the edges and leaked everywhere! #BakingFail",yes,no,NA,538315938261893120
"I tried making some baked sweets for school tomorrow but because of a #bakingfail, store bought sugar cookies are my go to backup #whatever",yes,no,NA,522564679114428416
I tried to make a banana tortilla for dessert and now I'm eating an apple because it was absolutely disgusting. #bakingfail,yes,no,NA,528169725507813377
Whoever heard of chocolate that doesn't melt? #bakingfail,yes,no,NA,519887687395049472
@megsansnuts ouch! At least i was finished when i did it too! #lol #bakingfail #wearenotkitchensavvy,yes,no,NA,525077647161032704
I want to make some cookies but I don't have a cooling rack #BakingFail #NoCookiesForMe,yes,no,NA,531606833308663808
"Woke up early to make biscuits, but somehow added in too much of baking powder. Texture was perfect, but what a bitter end! #bakingfail",yes,no,NA,530349247812861952
That moment when you're planning to make pie and realize you have no pie plate... #bakingfail,yes,no,NA,510547063759974400
Undone by bad baking powder! My sugar cookies ended up in the trash. DRAT. Will try again next weekend. #BakingFail,yes,no,NA,541706009119850496
"Urghhhh haven't baked in ages and now my cake mix has curdled.. It's pretty minging, I'll be honest!! #bakingfail",yes,no,NA,509765950686920704
@LauraMcCormick every time I've decided to bake something  #bakingfail,yes,no,NA,524346298838024192
@susankmann Oh no!! I personally can burn them myself without toddler interference. Lol #bakingfail,yes,no,NA,515504465303330816
Went to make the strawberry banana smoothie and realized I have no ice#bakingfail,yes,no,NA,507032784486297601
"Tried making a gluten free cake today...you win some, you lose some and this one I definitely lost! #bakingfail",yes,no,NA,536570731208146944
"Top tip: when melting chocolate in a bowl over boiling water, don't use a plastic bowl #bakingfail",yes,no,NA,539459701529145344
I shouldn't think about baking anything..ever. It always ends in burning. Or rawness. Or both. #bakingfail,yes,no,NA,506422871183622144
"Helps when baking to actually put the oven on! 

#bakingfail",yes,no,NA,518784778943098880
"Apparently I'm the first person in the history of ever to peel a can of Pillsbury biscuit dough without the ""POP!"" #bakingfail",yes,no,NA,520259185779306496
I made cookies AND THEY SUCK.  #bakingfail,yes,no,NA,517871485369606144
Making oreo cupcakes when they kinda 'explode' in the oven #oreocupcakes #bakingfail,yes,no,NA,524861221703794688
"Brownies were a fail. Oh well, at least my house smells like baking. #bakingfail",yes,no,NA,538817058121977856
"Think I stumbled upon a shoddy cookbook. Tried following a few recipes step by step, but was always disappointed with results :( #bakingfail",yes,no,NA,531423287742824448
I managed to fuck up the easiest cookie recipe ever and now I'm out of chocolate chips. Not a good day #badday #bakingfail,yes,no,NA,536974805535174656
attempting to make croissants probably wasn't the best idea. #bakingfail,yes,no,NA,506711128232054784
That time you go to make pumpkin pie at halftime and the sugar you KNOW you had isn't there... #bakingfail,yes,no,NA,536342753311879168
"Well, that was a complete waste of fancy cupcake liners. #BakingFail #Blech",yes,no,NA,533502120108904449
Have just dropped iPhone into big bowl of chocolate cake mixture. At least it died happy. #bakingfail,yes,no,NA,515241875545292800
"Tried baking raspberry muffins w/ coconut flour and coconut sugar. They didn't rise, turned out stodgy, crumbly and tasted gross #bakingfail",yes,no,NA,506982972654768130
“@homiegcheesefry: Preheated the oven and pulled out the butter but too tired to do anymore. #bakingfail” pour wine. Lots.,yes,no,NA,532705689752571904
And I bought salted instead of unsalted butter. This is why I'll never be asked to host a holiday meal. #housewifewannabe #bakingfail,yes,no,NA,537696644452851713
Spent the afternoon making macarons only to drop the entire tray out of the oven which did a flip and squashed them all. #bakingfail,yes,no,NA,529664408524697600
"Things not to rely on your 7yo to remember while you're baking: ""Did I put in 3 tsp of baking powder, or 4?"" #BakingFail",yes,no,NA,520732615478112256
"So planned on making Oreo cupcakes for weeks now, finally made them and they are so sickly it's unreal haha! #bakingfail",yes,no,NA,527131412517126144
Sunday baking turned into Sunday burning. I give up and am consoling myself with ice cream. #bakingfail,yes,no,NA,516045634713817088
Oops baby girl changed the dial in the oven. Burnt brownies anyone? #bakingfail,yes,no,NA,515503148291850241
Things I have learnt today: read the entire recipe before attempting to make a cake #baking #cake #bakingfail,yes,no,NA,526414776873009152
I fucked up the easiest cake in the world. #bakingfail,yes,no,NA,506004184735293440
Note to self : read instructions carefully. Maybe then the recipe will make more sense. #bakingfail,yes,no,NA,534062139137609728
"As it turns out, it is possible to mess up cake from a box. Despite there only being 4 ingredients. #BakingFail #OilyCakeBalls",yes,no,NA,541362595681566722
Must rethink tomorrow's breakfast plan. I just took a sourdough brick out of the oven. #bakingFAIL,yes,no,NA,534161089978982400
"#Bakingfail  I can cook, but I can't bake.  I just failed at the ""Easiest Coconut Pie Ever.""  Seriously. #cookernotbaker",yes,no,NA,508455355614232577
so a cheesecake smoking is not a sign that its done? whoops #bakingfail .,yes,no,NA,533638414596182016
Reminder for the future: check I have all the ingredients BEFORE attempting to make a Victoria sponge.  #bakingfail,yes,no,NA,537274424853291008
That horrifying moment when you realize you forgot to put salt in your bread dough. #bakingfail,yes,no,NA,526709151431684096
When your timer never goes off so you end up baking brownies for an hour :-( #bakingfail #technologyfail #allofthefail,yes,no,NA,526571010934325248
Note to self: read the recipe all the way through before you screw everything up. #bakingfail,yes,no,NA,539846811180363776
"Hmm. Preheating oven, putting cheesecake in &amp; then turning oven off probably wasn't how the directions read. #BakingFail",yes,no,NA,515921549539680257
annnnnd i forgot about my baking in the oven. mmm burnt hockey pucks #fail #bakingfail #baking #oops,yes,no,NA,522351627148488706
Why can I never get my baking to go right when I'm doing it for a bake sale?? #bakingfail,yes,no,NA,522865177239506944
"Must learn how to use my new oven, a cake won't cook if you grill it. #bakingfail",yes,no,NA,505042462512250880
"@penguinkids I seem to always burn the rolls each year, no matter what!  #BakingFail #HolidayFail #PenguinHolidayFail",yes,no,NA,542358353197166592
"Triple Chocolate S'mores Cookies, in reality (2:2) = exploded spores you came across in the woods. #bakingfail",yes,no,NA,519876770217340931
"I hate to let my teammates down, but sorry, @astoriasoftball, I just can't seem to get an oatmeal cookie to come out right...  #bakingfail",yes,no,NA,516650120335884290
"Ok, so now I know why it's recommended you use greaseproof paper when blind baking pastry with rice #BakingFail",yes,no,NA,511634384093712385
When making banana nut muffins it's a good idea to use flour instead of powdered sugar  #bakingfail #dingdong,yes,no,NA,507926742196318208
Went to buy baking supplies... half way home and realise I didn't buy flour #ffsjason #bakingfail,yes,no,NA,505389310011797505
"Tried to move bread knifes bread man , fell in half #oops #bakingfail",yes,no,NA,539356379912622080
"And if you decide to bake your own pies, you need pie plates, she realized. #bakingfail #backtostore",yes,no,NA,537337449353990144
I've got a soggy middle  #bakingfail,yes,no,NA,520476009930711040
Maybe making jam tarts with a broken finger wasn't such a good idea afterall..... #BakingFail #PoorlyFinger,yes,no,NA,515163889823408128
"Don't try and get clever with egg white, ground almond and coconut palm sugar. Just don't. #bakingfail",yes,no,NA,513560934040608770
Yep. I definitely burned my finger AND I over-cooked the cookies. #bakingfail,yes,no,NA,400462135236366336
"Well, it turns out I can't make pancakes :-( #bakingfail",yes,no,NA,566340691148963840
When #brownbutter becomes black-as-hell butter. #fail #blacklikemysoul #bakingfail,yes,no,NA,566033215907848192
Well that loaf of bread was shit. #bakingfail,yes,no,NA,565086983358136320
Wow #bakingfail. just smoked out my kitchen in an attempt to make aubergine cake. Left the aubergine in too long to roast!,yes,no,NA,564424379422232576
"Well, a quick look in the oven and it appears I have a #bakingfail",yes,no,NA,564098795567206400
"Homemade cinnamon rolls were all set to go into the oven, but my oven stopped working. #bakingfail #sadtweet",yes,no,NA,561586854525693953
"When doubling a recipe, I suppose it helps to double all of the ingredients. #bakingfail",yes,no,NA,560553455215837184
After preparing my batter I realise my oven has broken down and is only blowing cold air. How upsetting  batter to waste #bakingfail,yes,no,NA,560542600302981120
I just put muffins in the oven &amp; am pretty sure I forgot the baking soda. Might be re-baking them before school pick-up #BakingFail,yes,no,NA,560504847808856066
I shouldn't quit my day job #bakingfail,yes,no,NA,559489277323902976
Genuinely just had a little cry because my cake fell apart when I tried to put it in the tin. #bakingfail #perfectionistproblems,yes,no,NA,559018021172568064
#bakingfail tonight:(. Need to get not out dated yeast!,yes,no,NA,556973821727485952
Guys I can't bake.  I don't have eggs. #bakingfail#merp#nowwhat,yes,no,NA,556629168063262720
Complete cupcake fail. Starting again #bakingfail,yes,no,NA,556445875892158464
reading 1/4 cup of salt instead of 1/4 tbsp of salt while reading a cookie recipe. #bakingfail,yes,no,NA,556282557356982274
burned ALL of my sweet potato fries. gosh darn it. #bakingfail,yes,no,NA,556254782327779329
"tried baking for the first time in years #bakingfail 
I set off the smoke alarms! Getting back on the horse tomorrow. #givemestrength",yes,no,NA,551625017184632832
No chocolate chip cookies today. Burnt and in the garbage. #bakingFail,yes,no,NA,551457895842578432
Massive baking fail! Went to the shop to buy ingredients for a carrot cake but forgot the carrots! Doh #bakingfail #baking #lol,yes,no,NA,551419698248953856
"Note to self: when a baking recipe calls for an oven temp of 190, it's probably in Celsius. #bakingfail #americanproblems #wedidntlearnthis",yes,no,NA,550009207517216769
"Welp, cake pops may be delicious, but not when I make them #bakingfail",yes,no,NA,547952995099770880
Burned my finger taking out a tray of burnt cookies. #BAH #bakingfail,yes,no,NA,547888600768331777
NEVER convince yourself you can make gingerbread cookies without molasses!!! #bakingfail,yes,no,NA,547620283528396800
Why can't things just bake like they're supposed to?! #bakingfail,yes,no,NA,547575128159051777
"Baking with grandma   
I thought it will be just like in those christmas adverst.
Its not. 
#bakingfail #christmasmadness",yes,no,NA,547516628402180097
Note to grocery stores: let's maybe not put cook and serve and instant pudding next to each other on the shelf? #bakingfail #readingfail,yes,no,NA,547212132224233472
Ugh I forgot what time I put the cookies in the oven #bakingfail #bettyNOTcker,yes,no,NA,547189399575068672
All ready to make gingerbread and realise Im missing ground ginger! #bakingfail #tryagaintomorrow,yes,no,NA,547148631795834880
Tried to soften the butter. Accidentally melted the butter. #bakingwithkids #bakingfail,yes,no,NA,547136807662809088
My cheesecake tarts are burnt and raw. How is that even possible!? #BakingFail ,yes,no,NA,546869147427430400
"Christmas gift idea for me: a baking pan with this written in huge letters: GREASE PAN FIRST, MORON. #bakingfail",yes,no,NA,546670016033460224
#thatmomentwhen you set out to make 100s of Christmas cookies and you have 3 eggs. #bakingfail,yes,no,NA,546329858620391425
We made the @Duff_Goldman soft ginger cookies with white chocolate and as much as I love his products this one was cacadoodie #bakingfail,yes,no,NA,546320747187019777
Just burnt up my $10 hand mixer I've had for years. Definitely need that KitchenAid mixer now. #baking #bakingfail #kitchenaid,yes,no,NA,546166416232431616
It feels like Murphy's Law is in effect today. #whynow #ohgod #donuts #baking #bakingfail,yes,no,NA,545160594223931392
"The lady at @KingArthurFlour hotline giggled a little when I told her how I messed up my pastry. #BakingFail 
She did give me a suggestion.",yes,no,NA,544871058604433408
"What's the worst that could happen now? I just ruined three pounds of flour, a pound of butter &amp; a half-dozen yolks. #Fail #BakingFail",yes,no,NA,544709741642260480
Homemade mince pies are in the oven ... This could go one of two ways! #domesticgoddess or #bakingfail,yes,no,NA,544690491422306304
"So, the internet lied to me and I have a puddly pool of brownie-battery goop. #BakingFail",yes,no,NA,544238468160061440
"n2s do not use Truvía when trying to make meringue, it will not stiffen or form peaks. #bakingfail",yes,no,NA,544227206441234433
I just love when I read the directions several times &amp; still manage to screw up. 20 mins past done yet still not. #bakingfail #itriedthough,yes,no,NA,544185697008361473
Yule logs are not as easy to make as one might hope. Round 2 ding ding. #bakingfail #2ndattempt,yes,no,NA,544184035917193217
Blueberry lemon loaf how could you be so cruel #bakingfail,yes,no,NA,543967640117870592
"Definitely need to work on my math skills... It's messing up my baking game.
#cupcakes #homemade #glutenfree #badmath  #bakingfail",yes,no,NA,543844852840931330
"Tonight, I overbaked a cheesecake a bit and it sank in the middle. I was sad about it for a few minutes, then I realized that I can just fill that dip with chocolate ganache. If that isn't turning lemons into lemonade, idk what is. #bakingfail #cheesecake",yes,no,NA,1163996551313809408
I bought all the ingredients for Chocolate brownies... except butter. #bakingfail #tomorrow #brownies,yes,no,NA,1163486469115326472
Nothing else in my life causes such existential despair then when my baking smells and looks nice but tastes HORRIBLE! I’m creating lies of sugar! #bakingfail #Sugaredlies,yes,no,NA,1161681540079898624
Well. Tried to make homemade rice krispie treats for the work lot. &amp; They turned out shit. Note to self... use marshmallow fluff next time not jumbo marshmallows... they never melt. #bakingfail,yes,no,NA,1155960094997114886
Apparently if you use all purpose flour instead of self rising flour your peach cobbler will settle like a stone in the pan. 'Reading is fundamental' doesn't apply to me and recipes ‍♀️#BakingFail,yes,no,NA,1154812210880925696
I made banana bread and I failed and I’m like. Way more disappointed in myself than I should be over banana bread.   At least now I won’t be tempted to it it’s dusty busted up crusty ass. Ugh. ‍♀️ #fail #bakingfail #isuck,yes,no,NA,1154612823751872512
Took a stab at making a chocolate chip pound cake today....think I added too much flourwe’ll find out in 50 minutes #baking #bakingfail,yes,no,NA,1145525717117091840
Tried to make home made crumpets today. What a faff! Never doing that again...#bakingfail,yes,no,NA,1142888434278776832
Make your own buttermilk said the internet. It's so easy... yet somehow I couldn't intentionally curdle milk this morning. #bakingfail,yes,no,NA,1133004830862139394
When you forget a vital ingredient and don't realise until the cake is half baked... #Bakingfail,yes,no,NA,1130216698114707461
Kid decides at last minute she wants a cake instead of cookies for her bday party tomorrow. Make cake. It doesn’t turn out at all :/ sigh. Glad I tried tonight. #frustrated #bakingfail,yes,no,NA,1129599690671108096
Feeling particularly dumb this evening? I poured 1/4 cup of baking powder into my pastry cream instead of cornstarch. I then proceeded to be legit angry when it wouldn’t thicken &amp; wound up bitter and metallic tasting. ‍♀️ #notthesamething #bakingfail,yes,no,NA,1127376646154199045
"You know those lunchtimes when you just throw a few leftovers together, it tastes divine and you vow you'll never set foot in #Pret again? Today wasn't one of those lunchtimes.#bakingfail #toughpastry #drytarts #unmitigateddisaster #backtoPret",yes,no,NA,1125765120196530177
Over mixed my macaron batter while watching #BigO2019 ... that’s what I get for mixing hobbies and multitasking lol #bakingfail,yes,no,NA,1124802418078900224
Fun fact: evaporated milk and sweetened condensed milk are two vastly different products. They are not interchangeable. #oops #bakingfail #piefail #themoreyouknow,yes,no,NA,1120127029188362240
"Note to self: when attempting to make hot cross buns, don’t use the yeast you find in Mum’s cupboard... ‍♀️ given the complete lack of rise I’m pretty sure it was dead! #bakingfail",yes,no,NA,1119310898638856192
I'm not sure brownies are gunna be my speciality when it comes to baking...  #bakingfail #nailedit,yes,no,NA,1117432465302409223
@FoodNetwork I was home sick as a teenager and wanted to make Chocolate chip cookies. Instead of 2 and a half cups of flour I put in one fourth cups of flour twice. Burnt cookies in 10 mins and I ruined Moms favorite baking sheet. #BakingFail,yes,no,NA,1115429616380985344
Asda smart price sponge mix... not big and not clever... unfortunately not edible either  #bakingfail,yes,no,NA,1108091232184688642
Banana bread has exploded all over my oven  #bakingfail,yes,no,NA,1107715719909789697
"'Cover dough, let it set and rise for 1 hour.'  FML. #bakingfail",no,NA,NA,544702070407057408
@HEBrookes Oh boo! There is little more upsetting than a #bakingfail. What happened?,no,NA,NA,442621565323448321
Not a good idea to bake without my glasses. #bakingfail,no,NA,NA,501449755717668864
#gbbo another year that I have failed to improve my baking skills #bakingfail,no,NA,NA,497097894546399233
"@subwayaustralia 9:30, breakfast at Westfield Carindale. Only breads available wholegrain and garlic Parmesan. #bakingfail #goodmorningnot",no,NA,NA,465273265507041281
We didnt all survive the war. Spatula you were a hearty soldier and dear kitchen-mate. Your death will be mourned by many. #bakingfail,no,NA,NA,448147186073604097
That awkward moment when you realise your festive marmalade needs downgrading to 'relish' #bakingfail,no,NA,NA,415174308437454848
@maddypierson - Hi! I'm from a daytime talk show and I'd love to chat about your #bakingfail - please direct message me!,no,NA,NA,372075371333550080
@jenisaginger - Hi! I'm from a daytime talk show and I'd love to chat about your #bakingfail - please direct message me!@jenisaginger,no,NA,NA,372070261811449856
I bake when I'm upset. But when what I bake comes out less than satisfactory I get more upset. #bakingfail #eatingmyfeelings,no,NA,NA,370726186835378176
Well I'm sorry Nigella but your chocolate roulade doesn't roll! #bakingfail,no,NA,NA,323080493685960704
"A6: Easy. Baking a (wedding) cake layer, quick bread, etc. only to cut in and find the center isn't set. #bakingfail #HGEATS",no,NA,NA,319493464213577728
Bugger. The brioche takes 24 hours to chill. No homemade twists from me tomorrow. #bakingfail,no,NA,NA,340780062284578816
My kingdom for a pan that doesn't burn my cinnamon rolls. #bakingfail,no,NA,NA,335789942456336385
Got so excited by bit in recipe that said 'add amaretto' I forgot the sugar #bakingfail,no,NA,NA,335109076604297216
"just chucked a tantrum. very childish, but felt GOOD! #bakingfail",no,NA,NA,333434805498822657
"""It's like an extra sticky booger"" #badmashmellows #bakingfail #sister #ricekrispies",no,NA,NA,329084384210726912
Today I've had a #bakingfail by not bringing in homemade cakes (it was my turn on the rota). Hope m'colleagues forgive me,no,NA,NA,328794922121564160
"@visuals_valerie  Hi, love your #Bakingfail ! Can I use ur pic for a press release? I will enter it into our client's #Bakingfails comp 4 u.",no,NA,NA,509654958040309760
Butter coma... Remind me again why I have gluten free friends? #bakingfail,no,NA,NA,444315572767961088
Joseph Merrick after-dinner mints :-( #BakingFail,no,NA,NA,503532054643212288
@PeacheyLDN favourite tweet ever! #bakingfail,no,NA,NA,427538517657673728
"Upon the wise advice of @Mammals_Suck, non trunky elephant #bakingfail is rechristened a tapir. Cuz trunks come in all sizes and shapes.",no,NA,NA,425803829141962752
@Davidcapener it's not like you made that yourself Dave #bakingfail,no,NA,NA,472078673584353280
"""First impressions are the best impressions"" #unluckysoul #patheticday #bakingfail",no,NA,NA,461919864471298048
@phickmb_1 its scientific.... I dont do science #bakingfail,no,NA,NA,452630750756470784
Oh Gott....der Kuchen hat die Form von weiblichen Genitalien angenommen #bakingfail,no,NA,NA,445827607540813824
"To clarify, that's where I've reached in watching the series; I'm not competing...#bakingfail",no,NA,NA,419852114924687360
@GourlayJacqui At least I'm not alone :-) #bakingfail,no,NA,NA,419556615629832192
"I dropped my bag of icing sugar in Countdown. It exploded on me and I look like a ghost, who attracts ants #bakingfail",no,NA,NA,419040237285683200
@MrsWilkinson1 @Car01am I do want that! Have you seen the #BakingFail pics of it? I laugh and cry all at the same time.,no,NA,NA,416651720178294784
Looking forward to seeing @HelenBousfield and @EscapingNiflhel tomorrow #bakingfail,no,NA,NA,401803138422038529
"I feel so sorry for @JackHiggott, I am the complete opposite of a domestic goddess... #bakingfail",no,NA,NA,400663003269726208
@ThomasCountz @javelinwarrior Whoa. Go out for awhile and miss a whole convo. I'm not even sure what some of these words mean. #BakingFail,no,NA,NA,370261716376244224
