Tweet,Image_Url,Image_Name,Qn1,Qn2,Qn3,Tweet_id
#BakingFail lulz http://t.co/27eRTLjY,http://pbs.twimg.com/media/BAcQ8CzCUAExUXb.jpg,BAcQ8CzCUAExUXb.jpg,yes,no,NA,290219324713619456
Baking isn't fun unless you make a complete mess #bakingfail @krmonaghan http://t.co/hhHCMLjZ,http://pbs.twimg.com/media/A_ai3tJCUAEa2wf.jpg,A_ai3tJCUAEa2wf.jpg,yes,no,NA,285594704274411521
Amazing at decorating lol jk not @cmboycee  #bakingfail http://t.co/0QN40viN,http://pbs.twimg.com/media/A-MxQZuCQAIUUOk.jpg,A-MxQZuCQAIUUOk.jpg,yes,no,NA,280121759670353921
Whoever let @kay_cutler &amp; I in the kitchen together must be crazy. We can't even melt chocolate correctly! #BakingFail http://t.co/meyf6zk,http://pbs.twimg.com/media/A-DCRz9CMAIB00s.jpg,A-DCRz9CMAIB00s.jpg,yes,no,NA,279436788148350976
#bakingfail These were meant to be for the teachers at school tomorrow. :-( Buying some in the morning instead. http://t.co/68KDqybF,http://pbs.twimg.com/media/A91sAiyCEAAUqXf.jpg,A91sAiyCEAAUqXf.jpg,yes,no,NA,278497508550905857
@Karaaz3 #bakingfail #wow http://t.co/ihGAynCu,http://pbs.twimg.com/media/A9zenNXCEAAFUVH.jpg,A9zenNXCEAAFUVH.jpg,yes,no,NA,278342042168463360
This is what they call a #bakingfail http://t.co/cCIvUXfi,http://pbs.twimg.com/media/A9tZqOcCUAAuyJx.jpg,A9tZqOcCUAAuyJx.jpg,yes,no,NA,277914383974289408
Just dropped an entire egg into the cookie dough... #bakingfail http://t.co/JvKy7Gui,http://pbs.twimg.com/media/A9sdtVqCIAEWXyT.jpg,A9sdtVqCIAEWXyT.jpg,yes,no,NA,277848466741403648
Ha! Finally defeated the grease proof paper. Only took 15 minutes. #bakingfail http://t.co/g98wfvwu,http://pbs.twimg.com/media/A9TAQ29CUAAe-6u.jpg,A9TAQ29CUAAe-6u.jpg,yes,no,NA,276056873030012931
It was supposed to look like a pumpkin :(( #bakingfail http://t.co/rovB4ftC,http://pbs.twimg.com/media/A8UWWvDCEAE-J5J.jpg,A8UWWvDCEAE-J5J.jpg,yes,no,NA,271647932363706368
I take it you can't melt maltesers or a double decker? #bakingfail http://t.co/QKKDHWDT,http://pbs.twimg.com/media/A75_qAACQAEr67f.jpg,A75_qAACQAEr67f.jpg,yes,no,NA,269793387215994881
"These cookies ain't shit, and they taste like nothin #bakingfail #nikimanaj http://t.co/w6nXdMrs",http://pbs.twimg.com/media/A737xxPCAAAIVWJ.jpg,A737xxPCAAAIVWJ.jpg,yes,no,NA,269648385156448256
#bakingfail - measured everything wrong (tbsp instead of tsp) so now starting over... #Hipstamatic #HelgaViking #Pistil http://t.co/4z6Yvs9,http://pbs.twimg.com/media/A7obgROCYAEDCu9.jpg,A7obgROCYAEDCu9.jpg,yes,no,NA,268557368965619714
how - HOW - did I fuck up shortbread worse when stone cold sober than last wk when I was decidedly giggly?! #bakingfail http://t.co/8P7hURqh,http://pbs.twimg.com/media/A6-DBrzCAAE13tV.jpg,A6-DBrzCAAE13tV.jpg,yes,no,NA,265574967993827328
@najalater I'll give it a go. Any suggestions for getting it off skin? #bakingfail http://t.co/qJ7Qdn5r,http://pbs.twimg.com/media/A6sWHrmCcAE7k6u.jpg,A6sWHrmCcAE7k6u.jpg,yes,no,NA,264329324340080642
Learning the hard way that non-stick rubber bakeware and Scanpan knives don't mix #bakingfail #amateur http://t.co/yBTtE0yg,http://pbs.twimg.com/media/A6ciDlGCYAAjbUv.jpg,A6ciDlGCYAAjbUv.jpg,yes,no,NA,263216548108460033
#bakingfail http://t.co/7LFdwtPy,http://pbs.twimg.com/media/A6VRlsZCUAEfMJp.jpg,A6VRlsZCUAEfMJp.jpg,yes,no,NA,262705861280026624
#BakingFail #SnowBalls http://t.co/cxZuPOpo,http://pbs.twimg.com/media/A6UCJQjCEAAqTXe.jpg,A6UCJQjCEAAqTXe.jpg,yes,no,NA,262618511346634752
#bakingfail. Suspect the yeast might have gone off! It will be bread from Sainsburys for the team picnic tomorrow! http://t.co/ykQsiGkO,http://pbs.twimg.com/media/A6FoSzSCIAA2ruO.jpg,A6FoSzSCIAA2ruO.jpg,yes,no,NA,261604925564395520
@ChairmanDavey #bakingfail http://t.co/ihIDDBqe,http://pbs.twimg.com/media/A6FhepACEAEr2ck.jpg,A6FhepACEAEr2ck.jpg,yes,no,NA,261597432373186560
My first baking #warwound...burnt my hand and the banana bread #bakingfail http://t.co/ROarUwR,http://pbs.twimg.com/media/AXey4qrCEAEWryS.jpg,AXey4qrCEAEWryS.jpg,yes,no,NA,105749802859499520
So my baking attempt was a disaster  (here’s the bottom of the oven) I just wanna hug someone right now ‍♂️‍ #bakingfail #baking https://t.co/2zTYZYOwTi,http://pbs.twimg.com/media/EBjII0GWkAIVXcn.jpg,EBjII0GWkAIVXcn.jpg,yes,no,NA,1159897011430338560
"@julies_cr8tve It’s flour, yeast, salt and water. And a few olives. And every baker fails. I was trying to make donuts today. Those don’t look much like donuts . Even the Davinator said ‘might be better with glazing’. #bakingfail #willtryagain #feedthepeoplewelove https://t.co/VjMwgEPTit",http://pbs.twimg.com/media/Dk-kQtcX0AMGw9n.jpg,Dk-kQtcX0AMGw9n.jpg,yes,no,NA,1031223457999200256
"My attempt at cake-pops started well...did not end well 

I need to figure out what these bakers do to their chocolate...this is way too thick...I also think I used too much frosting in the balls lol....that sounds funny...

‍♂️

#bakingfail https://t.co/5aNNVcfxqm",http://pbs.twimg.com/media/EAxRCALU0AAkSXV.jpg,EAxRCALU0AAkSXV.jpg,yes,no,NA,1156388305342046208
So I was baking today and got entertained by the tv and this happened. #bakingfail #cookiefail https://t.co/UX7B71vcaN,http://pbs.twimg.com/media/EAxInRhXYAIyaVq.jpg,EAxInRhXYAIyaVq.jpg,yes,no,NA,1156379053294870528
The one thing doesn't look like the other thing. @jamieoliver #bakingfail #stillyummy https://t.co/A9JUxxZuNK,http://pbs.twimg.com/media/DjSw0DyXsAAOOXf.jpg,DjSw0DyXsAAOOXf.jpg,yes,no,NA,1023637467319156736
Well that doesn’t look anything like a Dinosaur shaped biscuit  #bakingfail https://t.co/yokMfIyt9O,http://pbs.twimg.com/ext_tw_video_thumb/1155223424496803841/pu/img/pm62fr6KQJgVa5oX.jpg,pm62fr6KQJgVa5oX.jpg,yes,no,NA,1155223451738812416
"Ugh.... this is what happens when a non-stick pan - sticks....
#bakingfail #bundtcake #nonstickfail https://t.co/N9EWEUIyDe",http://pbs.twimg.com/media/Di31VMFU8AEC0h_.jpg,Di31VMFU8AEC0h_.jpg,yes,no,NA,1021742442037440512
Major #Bakingfail this morning. Tried to surprise Dave with Double chocolate pancakes . This is what they are supposed to look like next to what they actually looked like. I have no words! #worstcookever https://t.co/PDReKWzJNl,http://pbs.twimg.com/media/Dis_iLSXkAAuLpD.jpg,Dis_iLSXkAAuLpD.jpg,yes,no,NA,1020979605484769281
Note to self: place parchment paper in pan under dripping monkey bread BEFORE you turn on the oven next time. #fireinthewhole #pinterestfail #monkeybreadgonewrong #bakingfail #idontkitchen #monkeybread https://t.co/oACpgKX4ma,http://pbs.twimg.com/media/EAGRCGRVAAAohhq.jpg,EAGRCGRVAAAohhq.jpg,yes,no,NA,1153362471815540736
Good morning. I boasted I could make biscuits. Here's how I have then failed at the activity at my in-laws'. #bakingfail https://t.co/pjsb3FBaQs,http://pbs.twimg.com/media/D_cUHU1XUAATO0a.jpg,D_cUHU1XUAATO0a.jpg,yes,no,NA,1150410351760019458
I post a lot of pretty food but rest assured at least 50% of it ends up like this #bakingfail #lemoncrumble https://t.co/HFL3IlTY1h,http://pbs.twimg.com/media/DhjUZiXU0AEKaYF.jpg,DhjUZiXU0AEKaYF.jpg,yes,no,NA,1015795259584811010
"These meringues are like Martha Stewart looks, with Jon Stewart* taste.

*extra salty, tough on the outside, mushy on the inside 

#bakingfail #glutenfreebaking https://t.co/kjiiRHLK5Y",http://pbs.twimg.com/media/DhJNJtgWAAE939o.jpg,DhJNJtgWAAE939o.jpg,yes,no,NA,1013957707559329792
Self explanatory. #paleo #oneminutebrownie #bakingfail https://t.co/6rwhtod5ri,http://pbs.twimg.com/media/DhDPN5YW4AAbEjz.jpg,DhDPN5YW4AAbEjz.jpg,yes,no,NA,1013537760819413000
"Well, I think this will be the last year my mom asks me to make her a Birthday cake #bakingfail #toscacake https://t.co/Bf1WO0NPTY",http://pbs.twimg.com/media/DgLDuohUEAAcaAD.jpg,DgLDuohUEAAcaAD.jpg,yes,no,NA,1009584485187272704
Update on my Pound cake: it’s dry as hell lmao #bakingfail #baking https://t.co/8z5mX4Bohw,http://pbs.twimg.com/media/D-XMDICXYAETiCO.jpg,D-XMDICXYAETiCO.jpg,yes,no,NA,1145546161689956353
Not everything goes according to plan  Here is our #BakingFail  This was sweet making group’s attempt at strawberry fudge... We blame the recipe  https://t.co/IWvszar4zw,http://pbs.twimg.com/media/DeiDVAvWkAI_O0W.jpg,DeiDVAvWkAI_O0W.jpg,yes,no,NA,1002195316358172673
I guess I whisked to vigorously lol #bakingfail https://t.co/WRF6iOWSkO,http://pbs.twimg.com/media/D9eKf-zUcAAWFAE.jpg,D9eKf-zUcAAWFAE.jpg,yes,no,NA,1141533318288048128
"This is why we don't bake. One box cake mix, and multiple disasters. #bakingfail #unschooling #smallyoutuber #familyvlog https://t.co/UoofwsTBtW https://t.co/nfUrFVoxlS",http://pbs.twimg.com/media/DdZaZ-aUwAA2kzr.png,DdZaZ-aUwAA2kzr.png,yes,no,NA,997084324070502405
My baking experiment was unsuccessful. #cookiefail #bakingfail #EpicFail https://t.co/QSjmM1CyKu,http://pbs.twimg.com/ext_tw_video_thumb/995798909891981312/pu/img/RYluiP6Q4fFP5-Wp.jpg,RYluiP6Q4fFP5-Wp.jpg,yes,no,NA,995799016670720000
"Guess we won't be eating banana bread... #bakingoops 
#baking
#bananabread
#bakingfail https://t.co/IvPN4NbKkX https://t.co/ANHZ3jfch0",http://pbs.twimg.com/media/D9YtV8KXkAAZ18G.jpg,D9YtV8KXkAAZ18G.jpg,yes,no,NA,1141149411457871873
I’m baking a cake...it’s not going well. #bakingfail #cakefail https://t.co/cCdqFPfQM8,http://pbs.twimg.com/tweet_video_thumb/Db9N2j2WsAAJSg1.jpg,Db9N2j2WsAAJSg1.jpg,yes,no,NA,990596051211046912
"Ugly Dessert Fail of the Week. The first picture is pulled from the interwebs. This is what I was going for. The second is what I got. Epic fail.  But if you don’t try new things, ya don’t learn. I learned I’m never making these again. #ugly_desserts #bakingfail #daddybaker #yuk https://t.co/rKtDXQ8G8R",http://pbs.twimg.com/media/D8OkPHmUcAAs46h.jpg,D8OkPHmUcAAs46h.jpg,yes,no,NA,1135932119518023692
"#bakingfail 1/3 of the dough was flung everywhere when I hit the speed setting as I was lowering the whisk back in ‍♀️ 

It was in my hair and on my shirt. My dog licked up a lot on the floor and dishwasher, breaking her gluten free diet 

I bet I’ll find more dough tomorrow  https://t.co/w8ATH4XqLv",http://pbs.twimg.com/media/D8Nc8XIUYAEXvVI.jpg,D8Nc8XIUYAEXvVI.jpg,yes,no,NA,1135853728320217088
"This was my attempt at Chocolate Coffee Pudding @thephoneladyca. A total wreck!  I guess my oven vs. the recipe didn't quite jive... or user error, of course. #bakingfail #deliciousmess https://t.co/5VGuqxIQ46",http://pbs.twimg.com/media/DbaelVIVMAEXtl7.jpg,DbaelVIVMAEXtl7.jpg,yes,no,NA,988151855417995265
"Boyfriend: I want to bake you a special cake.
Me: aww thanks! I thought you didn't like baking though?
Boyfriend: it's a ready-made cake mix, what could go wrong?

#bakingfail https://t.co/xyJ4uJ4zHK",http://pbs.twimg.com/media/D7ldc4FX4AEgrAn.jpg,D7ldc4FX4AEgrAn.jpg,yes,no,NA,1133039738179473408
Just learned the hard way that a springform pan can't be used for a Magic Custard Cake (batter is too thin).  The salvaged portion is in the oven so there's still hope for #cakefriday @anuearthscience #bakingfail #nailedit https://t.co/QeSyPJ4e01,http://pbs.twimg.com/media/DakfT9eUQAACji7.jpg,DakfT9eUQAACji7.jpg,yes,no,NA,984353271216140289
#BakingFail https://t.co/gzOY1nkSG1,http://pbs.twimg.com/media/D7gx5o2XoAIp8Za.jpg,D7gx5o2XoAIp8Za.jpg,yes,no,NA,1132710179202588672
I made my first tiramisu in baking class. It didn't make it home. #bakingfail https://t.co/ThmUXu4TQd,http://pbs.twimg.com/media/DajK99rV4AA-c_y.jpg,DajK99rV4AA-c_y.jpg,yes,no,NA,984259715210326016
"There’s a saying -
No use crying over spilt milk.
What about an egg splat?
#bakingfail #eggsplat #cleanuponaisle3 #notaTopChef https://t.co/nbUj3MpR1w",http://pbs.twimg.com/media/D65EE0gUEAAQKxI.jpg,D65EE0gUEAAQKxI.jpg,yes,no,NA,1129915422176829440
"Forgetting to put sugar in your final signature bake should call for immediate disqualification from #GBBO. But then again, what do I know about baking... #bakingfail #sorrypaulhollywood https://t.co/hvRDM7WqRh",http://pbs.twimg.com/media/D6SkCvEW4AAfil2.jpg,D6SkCvEW4AAfil2.jpg,yes,no,NA,1127206184786845697
Fuck you #macarons... fuck you #bakingfail https://t.co/8ZG8WAHHiO,http://pbs.twimg.com/media/D5rZ-cVW4AA1zU0.jpg,D5rZ-cVW4AA1zU0.jpg,yes,no,NA,1124450730654482437
Sat on the kitchen floor watching my madeleines bake for the second time. If they are flat after this I will give up. #bakingfail https://t.co/96UEkyxyms,http://pbs.twimg.com/media/D5igZ9lXoAA7yzX.jpg,D5igZ9lXoAA7yzX.jpg,yes,no,NA,1123824479757635586
RIP Lawrence II. Guess I’m just not at sourdough level yet  #bakingfail #didntevengettothedough #sourdoughstarter #nope https://t.co/dJ3Xhg57fc https://t.co/Jo6HabDLGH,http://pbs.twimg.com/media/D4Kgq2RXsAAx-Jk.jpg,D4Kgq2RXsAAx-Jk.jpg,yes,no,NA,1117632316422152192
This didn't go well #bakingfail https://t.co/f5kv1G8t9Y,http://pbs.twimg.com/media/D31-WnZU0AAEIRu.jpg,D31-WnZU0AAEIRu.jpg,yes,no,NA,1116187220161912832
When you forget the baking powder in the muffin recipe #fail #idiot #bakingfail https://t.co/K3bpptb2Xv,http://pbs.twimg.com/tweet_video_thumb/DXDXkqgXUAAyHZa.jpg,DXDXkqgXUAAyHZa.jpg,yes,no,NA,968510952692994048
I don't even know where to start with what's gone wrong with this abomination of a cake. #ambaking #bakingfail https://t.co/uUrtqd7gWD,http://pbs.twimg.com/media/DWvdUKZWAAAMNpd.jpg,DWvdUKZWAAAMNpd.jpg,yes,no,NA,967109927041949696
"When raising bread dough in the oven with the light on, CHECK before preheating said oven to bake cookies!  #bakingfail https://t.co/tBtBLNerrE",http://pbs.twimg.com/media/DWrLdTTVoAA41d1.jpg,DWrLdTTVoAA41d1.jpg,yes,no,NA,966808794306052096
That feeling when you try a new recipe #bakingfail #workpotlucktomorrow https://t.co/0zcNuNm5yY,http://pbs.twimg.com/tweet_video_thumb/D1qvrPrWwAAcO18.jpg,D1qvrPrWwAAcO18.jpg,yes,no,NA,1106389822166523904
"Okay in the recipe it’s called caramelized chocolate bread pudding .. but in my mind I call it with .. what a piece of crap, who gonna eat this  .. ewww!!! .. #BakingFail  https://t.co/tJuwiJgvqf",http://pbs.twimg.com/media/D1nPdfQVYAA4Bkj.jpg,D1nPdfQVYAA4Bkj.jpg,yes,no,NA,1106143298048020485
"""Nailed It!"" is still casting if you're still caking! #nowcasting #nailedit #baking #caking #funrisktaking #bakingfail #pinterestfail https://t.co/1Rb0xy3nA7",http://pbs.twimg.com/media/D1ky3T-U8AE-Eyt.jpg,D1ky3T-U8AE-Eyt.jpg,yes,no,NA,1105972148860907520
"Oh! #GBBO Oh no, I on a whim made flapjacks a few hours ago, I've burnt them a little, and just realised I didn't put butter in them  #bakingfail https://t.co/qYfKgLR9SP",http://pbs.twimg.com/tweet_video_thumb/D1fQJDrWoAUDHxo.jpg,D1fQJDrWoAUDHxo.jpg,yes,no,NA,1105581162163044355
Sunday night baking - homemade and very salty peanut butter. At least the chocolate is nice...  #bakingfail https://t.co/Sow0f7VAHZ,http://pbs.twimg.com/media/D1VAGS0W0AI9PJE.jpg,D1VAGS0W0AI9PJE.jpg,yes,no,NA,1104859765174345729
Who knew that M&amp;Ms wouldn't chop up?? Only their coloring turned to dust. #Bakingfail https://t.co/szQJHMcanB,http://pbs.twimg.com/media/DWCcgM4WAAAFdBY.jpg,DWCcgM4WAAAFdBY.jpg,yes,no,NA,963942400514248704
"When @arthur_eats tells you you have to make something you really do! .
However have to confess bit of a #bakingfail - after starting I realised I was seriously lacking in some fundamental ingredients . This is based on a @we_are_food banana and pec… https://t.co/KlFNzzfR80 https://t.co/BHh87EYsYQ",http://pbs.twimg.com/media/DVBJJhhX4AIYUKG.jpg,DVBJJhhX4AIYUKG.jpg,yes,no,NA,959347150370066432
Made my first-ever chocolate soufflé today. It did not go well. #bakingfail #ITried https://t.co/kWPtRCAnaB,http://pbs.twimg.com/tweet_video_thumb/D0hwLVgWkAAkCYl.jpg,D0hwLVgWkAAkCYl.jpg,yes,no,NA,1101253455543496704
#bakingfail https://t.co/ObDTQ1n8Vf,http://pbs.twimg.com/media/DUEvTMRVMAYPAzZ.jpg,DUEvTMRVMAYPAzZ.jpg,yes,no,NA,955096632273571840
"Do not drink and drive...
Do not burn the buns... it happens to everyone! #baking #bakingfail https://t.co/GfygPB50St",http://pbs.twimg.com/media/D0Q9wUGV4AAtpRd.jpg,D0Q9wUGV4AAtpRd.jpg,yes,no,NA,1100072117779914752
Visiting my mom &amp; she asked me to help by making a cake mix she had. I followed the instructions explicitly. Nailed it.  #duncanhines #bakingfail https://t.co/cqUo8aqv8Y,http://pbs.twimg.com/media/DTy06yrVwAArNOC.jpg,DTy06yrVwAArNOC.jpg,yes,no,NA,953836239924363265
@SpongeCakeSqTin help! My brioche chocolate doughnuts aren’t cooking in the middle before they burn on the outside  #bakingfail #baking https://t.co/yuLm3sIWwB,http://pbs.twimg.com/media/DygECdFW0AAZo7d.jpg,DygECdFW0AAZo7d.jpg,yes,no,NA,1092127359774453760
"House smells divine...just like  bread.

Don’t let the smell deceive you...apparently, flour is an important step... #cookingfail #bakingfail https://t.co/fD3LNaR2EO",http://pbs.twimg.com/media/Dxc2K_PXQAI58sv.jpg,Dxc2K_PXQAI58sv.jpg,yes,no,NA,1087397405698465793
Baileys have been sharing the ultimate #BakingFail fixes...Dry cake? Sponge disaster? Turn it into this showstopper of a cheesecake #RecipeUnfudged  https://t.co/eVkydl6aSk,http://pbs.twimg.com/ext_tw_video_thumb/1082280939059855360/pu/img/8BRfeyXIVtc1pe9F.jpg,8BRfeyXIVtc1pe9F.jpg,yes,no,NA,1082282472497389568
"What I imagined, &amp; the reality... Sorry dad, no birthday cake for you 
#BakingFail #BettyCrockOfShit https://t.co/q4vyRsoSfU",http://pbs.twimg.com/media/DvIfMbhWoAARGby.jpg,DvIfMbhWoAARGby.jpg,yes,no,NA,1076957580415635460
So the gingerbread house died. I got angry and created this beast! I am no baker #bakingfail #gingerbreadhouse #nonsense https://t.co/jrZz8RGzcU,http://pbs.twimg.com/media/Du9iAiqX0AACnO8.jpg,Du9iAiqX0AACnO8.jpg,yes,no,NA,1076186609123500035
This is why you don’t ignore the instruction to line a cake pan with parchment paper. #BakingFail https://t.co/Z8WXXty4pn,http://pbs.twimg.com/media/Du6o_FBWkAAwznl.jpg,Du6o_FBWkAAwznl.jpg,yes,no,NA,1075983163741097984
"Hey @heather_jake_lady_boss here’s my #bakingfail so we can #keepthenewsfeedreal

The batter for these usually lovely chocolate Krinkles (which I made last night and refrigerated overnight) was too gooey to roll into lovely bite sized krinkles...which me… https://t.co/ulA8KBS1FA https://t.co/XM9WDQg01k",http://pbs.twimg.com/media/Duy2MwQWwAAAXTG.jpg,Duy2MwQWwAAAXTG.jpg,yes,no,NA,1075434742563127303
"When you have to throw away the entire tray of Slutty Brownies you made yesterday because the brownies batter that slipped in between the Oreo middle did not cook at all. #BakingFail
(But I checked the doneness! I checked the doneness.) https://t.co/LacbmMFncQ",http://pbs.twimg.com/tweet_video_thumb/DueMVi3UwAAH8ZZ.jpg,DueMVi3UwAAH8ZZ.jpg,yes,no,NA,1073981350930194434
"My least fav holiday activity: baking.  HATE IT! But I do it for the people I love because, you know...love.  First batch in the garbage because I flaked and forgot the vanilla.  #baking #bakingfail #happyholidays https://t.co/AEdEHIjhcY",http://pbs.twimg.com/tweet_video_thumb/DueHMQOWwAELdn6.jpg,DueHMQOWwAELdn6.jpg,yes,no,NA,1073975692625350657
When you forget to chill the shortbread dough ‍♀️ #bakingfail https://t.co/5xs2PBH5PG,http://pbs.twimg.com/media/DuQqreLUYAA6M_a.jpg,DuQqreLUYAA6M_a.jpg,yes,no,NA,1073029543043096576
"Tried making stained glass cookies like last year, but a festive version using candy canes. Pro tip! Candy canes don't work! They foam instead of melt! Stick to to boiled sweets. #bakingfail #baking #fail https://t.co/GsMWGZsvlx",http://pbs.twimg.com/media/DuGMCcoXgAEDksF.jpg,DuGMCcoXgAEDksF.jpg,yes,no,NA,1072292176204320768
My friend Susie just created this beautiful gingerbread effigy of @PaulMasonModel #fashionsanta  #bakingfail https://t.co/54sz1VAg2d,http://pbs.twimg.com/media/Dt5oKwDW0AEafNb.jpg,Dt5oKwDW0AEafNb.jpg,yes,no,NA,1071408306151931904
"I need a cake decorating class or two. Gingerbread men taste great, look like they've been hit repeatedly in the face with a shovel. And the shovel is covered in icing. And the icing is also on fire.
#BakingFail https://t.co/8BJeJqTqA6",http://pbs.twimg.com/tweet_video_thumb/DtcOZKfW0AAZN0c.jpg,DtcOZKfW0AAZN0c.jpg,yes,no,NA,1069339270849142784
"#BakingFail
This is not ciabatta.

Bonus, it tastes like paste. 

Back to the drawing board. https://t.co/j2mZ1bfhxu",http://pbs.twimg.com/media/Dsy6_agUwAA9dH5.jpg,Dsy6_agUwAA9dH5.jpg,yes,no,NA,1066432817872039937
"Always remember to use cooking spray where needed when baking.

At least the crack cake taste hella good. Plus im tipsy. #bakingfail https://t.co/YrMS9SmcUp",http://pbs.twimg.com/media/DsQnGbMUwAAfo98.jpg,DsQnGbMUwAAfo98.jpg,yes,no,NA,1064018409996701701
"When you shop for cookie baking supplies before checking your current supplies... end result: 4 boxes of sugar, no baking soda. #bakingfail https://t.co/YP4Tf3csWd",http://pbs.twimg.com/media/Dqyn8EKU4AA4soH.jpg,Dqyn8EKU4AA4soH.jpg,yes,no,NA,1057404686263828481
#GBBOFinal - not something I’ll be on anytime soon #BakingFail ‍♀️ https://t.co/BxNIIW46xo,http://pbs.twimg.com/media/DqyWCDtWoAcg5mK.jpg,DqyWCDtWoAcg5mK.jpg,yes,no,NA,1057385007017287680
"I’m usually pretty good at baking, but this oven where I’m living and I did not agree today.  Burned on the outside, but uncooked inside #bakingfail #oatmealmuffins #tryagainlater Missing our oven @TylerLCampbell lol https://t.co/yL7XJzKKiA",http://pbs.twimg.com/media/Dqh-Z4pWwAAcP5t.jpg,Dqh-Z4pWwAAcP5t.jpg,yes,no,NA,1056233106468937728
Tried making my Grandma’s bannock recipe and failed miserably. It was chewy af. Hers is dense but still light and delicious. #bakingfail https://t.co/E1yfTCkasy,http://pbs.twimg.com/tweet_video_thumb/DqSEgpcVAAUxnQ_.jpg,DqSEgpcVAAUxnQ_.jpg,yes,no,NA,1055113919696592899
Know your (my) limits #bakingfail https://t.co/fJoRS6MKOV,http://pbs.twimg.com/media/DqNvYi-X0AAAYJD.jpg,DqNvYi-X0AAAYJD.jpg,yes,no,NA,1054809206862299141
Throwback to when I tried to make Wookie Cookies @StarWarsUK @BritishBakeOff #bakingfail #wookie #cookie #baking #pinterestfails #delicious https://t.co/TIz1PNAfbn,http://pbs.twimg.com/media/Dp3QCY7XgAAWncH.jpg,Dp3QCY7XgAAWncH.jpg,yes,no,NA,1053226641617510400
Happy Canadian Fails-giving y'all!  #bakingfail https://t.co/qfXf9CMhPZ,http://pbs.twimg.com/media/Do7SiHzUcAAB9RY.jpg,Do7SiHzUcAAB9RY.jpg,yes,no,NA,1049007262797156352
"Never turn your back on caramel, even if it's to try and argue with a sassy toddler 
#bakingfail #extraslice https://t.co/uS6xytuV7r",http://pbs.twimg.com/media/DoRYzRIXgAAp0H9.jpg,DoRYzRIXgAAp0H9.jpg,yes,no,NA,1046058661435650050
"You wanna know what's worse than making crap cupcakes? Having to eat them to try to figure out what you did wrong.
#Cupcakes #BakingFail #IJustWantedACupcake https://t.co/eM6MZ0Eygp",http://pbs.twimg.com/tweet_video_thumb/DnmbEC5U8AoMapH.jpg,DnmbEC5U8AoMapH.jpg,yes,no,NA,1043035347293106176
Note to self don’t eat marshmallow when it’s melted #bakingfail https://t.co/hKACii3beZ,http://pbs.twimg.com/tweet_video_thumb/DmFYBDhXoAA919G.jpg,DmFYBDhXoAA919G.jpg,yes,no,NA,1036206173421232128
#Blueberry #cinnamon muffins ❤️ look great taste #boggin  Prob be able to pass them off as #healthy #muffins then  Maybe I have too much of a sweet tooth #bakingfail #bakingfail #wheresthesugar #backtosquareone https://t.co/X79896FksF,http://pbs.twimg.com/media/DmFMS-FX4AAAh9U.jpg,DmFMS-FX4AAAh9U.jpg,yes,no,NA,1036193321096503296
Every time I try to make something nice... #baking #cooking #homemade #bakingfail https://t.co/ODzu959uNv,http://pbs.twimg.com/media/DltitERW0Ac1qm0.jpg,DltitERW0Ac1qm0.jpg,yes,no,NA,1034529073069023232
"Can’t win ‘em all, as seen with my first try at a Japanese cheesecake (smells good at least). Any suggestions for a rookie soufflé maker? #hevromero #japanesecheesecake #fallensouffle #baking #bakingfail https://t.co/07mzQTO6xP",http://pbs.twimg.com/media/DllJdXPUYAAK0XR.jpg,DllJdXPUYAAK0XR.jpg,yes,no,NA,1033938359419166720
"So I failed at making sugar cookies today, and this was Scott's advice.  #boyfriendadvice #bakingfail https://t.co/CbUAiEGtc4",http://pbs.twimg.com/media/C0JN-ERWIAAZ6Bj.jpg,C0JN-ERWIAAZ6Bj.jpg,yes,no,NA,811296621510197248
Someday I will bake beautiful perfect M&amp;M cookies. Today is not that day #bakingfail https://t.co/rb2mpJeuer,http://pbs.twimg.com/media/C0FLnoBXEAE7A3g.jpg,C0FLnoBXEAE7A3g.jpg,yes,no,NA,811012570131927040
#BAKINGFAIL https://t.co/O5nWqvTgph,http://pbs.twimg.com/media/Cz5weLRUoAA3_q7.jpg,Cz5weLRUoAA3_q7.jpg,yes,no,NA,810208666364375040
Oh no! A gummy texture to your gluten free bread! Yuck - here's how make sure it doesn't happen again! https://t.co/5EOjDscgny #glutenfreebread #bakingfail https://t.co/JYW9cSsFe1,http://pbs.twimg.com/media/DTGXcpCW4AETjX8.jpg,DTGXcpCW4AETjX8.jpg,yes,no,NA,950707519927803904
My Dutch Baby Pancake recipe said it would expand. I wasn't expecting to take this out of the oven. Its radius is 3-4 inches larger than my cast iron skillet. #bakingfail https://t.co/bK3gBOIFgt,http://pbs.twimg.com/media/DS33w7_U0AADV6Z.jpg,DS33w7_U0AADV6Z.jpg,yes,no,NA,949687546946056193
Oops #flour #bakingfail #bigmess https://t.co/7odKgdtpFV https://t.co/XK9KypG7PH,http://pbs.twimg.com/media/Cznt9pkXEAAfbdZ.jpg,Cznt9pkXEAAfbdZ.jpg,yes,no,NA,808939253300428801
First attempt at making a molten chocolate bundt cake ... turned out to be more of a molten mess  #bakingfail https://t.co/jWywu5Oqv5,http://pbs.twimg.com/media/DSZC4-NW4AAWR9S.jpg,DSZC4-NW4AAWR9S.jpg,yes,no,NA,947518329291358208
